experiment,label,node_id,sub_id,name,operator_type,chosen_core,core_class,runtime_cycles,onchip_energy_pj,offchip_energy_pj
scalar_tpu,Scalar+TPU,174,0,pinn_dense_out_439,matmul,1,matrix,120.0,480.0,120.0
scalar_tpu,Scalar+TPU,175,0,pinn_dense_out_bias_441,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,176,0,pinn_psi_ic_shift_444,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,177,0,pinn_psi_ic_sq_447,pow,0,scalar,120.0,30.0,7.5
scalar_tpu,Scalar+TPU,178,0,pinn_psi_ic_scale_450,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,179,0,pinn_psi_ic_exp_452,exp,0,scalar,144.0,36.0,9.0
scalar_tpu,Scalar+TPU,180,0,pinn_x_neg_455,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,181,0,pinn_one_minus_x_458,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,182,0,pinn_spatial_bound_460,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,183,0,pinn_t_sq_463,pow,0,scalar,120.0,30.0,7.5
scalar_tpu,Scalar+TPU,184,0,pinn_correction_1_465,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,185,0,pinn_correction_2_467,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,186,0,pinn_psi_469,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,187,0,pinn_potential_warmstart_472,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,188,0,pinn_potential_newton_0_scale_475,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,189,0,pinn_potential_newton_0_shift_478,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,190,0,pinn_potential_newton_0_log_sq_481,pow,0,scalar,120.0,30.0,7.5
scalar_tpu,Scalar+TPU,191,0,pinn_potential_newton_0_log_cu_483,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,192,0,pinn_potential_newton_0_log_qu_485,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,193,0,pinn_potential_newton_0_log_term2_488,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,194,0,pinn_potential_newton_0_log_term3_491,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,195,0,pinn_potential_newton_0_log_term4_494,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,196,0,pinn_potential_newton_0_log_acc1_496,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,197,0,pinn_potential_newton_0_log_acc2_498,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,198,0,pinn_potential_newton_0_log_acc3_500,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,199,0,pinn_potential_newton_0_logscale_503,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,200,0,pinn_potential_newton_0_sum_505,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,201,0,pinn_potential_newton_0_resneg_508,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,202,0,pinn_potential_newton_0_res_510,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,203,0,pinn_potential_newton_0_inv_r_512,reciprocal,0,scalar,96.0,24.0,6.0
scalar_tpu,Scalar+TPU,204,0,pinn_potential_newton_0_slopecorr_515,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,205,0,pinn_potential_newton_0_slope_518,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,206,0,pinn_potential_newton_0_inv_slope_520,reciprocal,0,scalar,96.0,24.0,6.0
scalar_tpu,Scalar+TPU,207,0,pinn_potential_newton_0_correction_522,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,208,0,pinn_potential_newton_0_corrneg_525,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,209,0,pinn_potential_newton_0_update_527,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,210,0,pinn_potential_newton_1_scale_530,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,211,0,pinn_potential_newton_1_shift_533,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,212,0,pinn_potential_newton_1_log_sq_536,pow,0,scalar,120.0,30.0,7.5
scalar_tpu,Scalar+TPU,213,0,pinn_potential_newton_1_log_cu_538,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,214,0,pinn_potential_newton_1_log_qu_540,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,215,0,pinn_potential_newton_1_log_term2_543,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,216,0,pinn_potential_newton_1_log_term3_546,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,217,0,pinn_potential_newton_1_log_term4_549,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,218,0,pinn_potential_newton_1_log_acc1_551,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,219,0,pinn_potential_newton_1_log_acc2_553,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,220,0,pinn_potential_newton_1_log_acc3_555,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,221,0,pinn_potential_newton_1_logscale_558,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,222,0,pinn_potential_newton_1_sum_560,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,223,0,pinn_potential_newton_1_resneg_563,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,224,0,pinn_potential_newton_1_res_565,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,225,0,pinn_potential_newton_1_inv_r_567,reciprocal,0,scalar,96.0,24.0,6.0
scalar_tpu,Scalar+TPU,226,0,pinn_potential_newton_1_slopecorr_570,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,227,0,pinn_potential_newton_1_slope_573,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,228,0,pinn_potential_newton_1_inv_slope_575,reciprocal,0,scalar,96.0,24.0,6.0
scalar_tpu,Scalar+TPU,229,0,pinn_potential_newton_1_correction_577,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,230,0,pinn_potential_newton_1_corrneg_580,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,231,0,pinn_potential_newton_1_update_582,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,232,0,pinn_potential_newton_2_scale_585,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,233,0,pinn_potential_newton_2_shift_588,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,234,0,pinn_potential_newton_2_log_sq_591,pow,0,scalar,120.0,30.0,7.5
scalar_tpu,Scalar+TPU,235,0,pinn_potential_newton_2_log_cu_593,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,236,0,pinn_potential_newton_2_log_qu_595,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,237,0,pinn_potential_newton_2_log_term2_598,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,238,0,pinn_potential_newton_2_log_term3_601,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,239,0,pinn_potential_newton_2_log_term4_604,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,240,0,pinn_potential_newton_2_log_acc1_606,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,241,0,pinn_potential_newton_2_log_acc2_608,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,242,0,pinn_potential_newton_2_log_acc3_610,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,243,0,pinn_potential_newton_2_logscale_613,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,244,0,pinn_potential_newton_2_sum_615,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,245,0,pinn_potential_newton_2_resneg_618,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,246,0,pinn_potential_newton_2_res_620,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,247,0,pinn_potential_newton_2_inv_r_622,reciprocal,0,scalar,96.0,24.0,6.0
scalar_tpu,Scalar+TPU,248,0,pinn_potential_newton_2_slopecorr_625,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,249,0,pinn_potential_newton_2_slope_628,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,250,0,pinn_potential_newton_2_inv_slope_630,reciprocal,0,scalar,96.0,24.0,6.0
scalar_tpu,Scalar+TPU,251,0,pinn_potential_newton_2_correction_632,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,252,0,pinn_potential_newton_2_corrneg_635,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,253,0,pinn_potential_newton_2_update_637,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,254,0,pinn_potential_newton_3_scale_640,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,255,0,pinn_potential_newton_3_shift_643,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,256,0,pinn_potential_newton_3_log_sq_646,pow,0,scalar,120.0,30.0,7.5
scalar_tpu,Scalar+TPU,257,0,pinn_potential_newton_3_log_cu_648,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,258,0,pinn_potential_newton_3_log_qu_650,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,259,0,pinn_potential_newton_3_log_term2_653,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,260,0,pinn_potential_newton_3_log_term3_656,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,261,0,pinn_potential_newton_3_log_term4_659,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,262,0,pinn_potential_newton_3_log_acc1_661,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,263,0,pinn_potential_newton_3_log_acc2_663,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,264,0,pinn_potential_newton_3_log_acc3_665,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,265,0,pinn_potential_newton_3_logscale_668,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,266,0,pinn_potential_newton_3_sum_670,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,267,0,pinn_potential_newton_3_resneg_673,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,268,0,pinn_potential_newton_3_res_675,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,269,0,pinn_potential_newton_3_inv_r_677,reciprocal,0,scalar,96.0,24.0,6.0
scalar_tpu,Scalar+TPU,270,0,pinn_potential_newton_3_slopecorr_680,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,271,0,pinn_potential_newton_3_slope_683,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,272,0,pinn_potential_newton_3_inv_slope_685,reciprocal,0,scalar,96.0,24.0,6.0
scalar_tpu,Scalar+TPU,273,0,pinn_potential_newton_3_correction_687,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,274,0,pinn_potential_newton_3_corrneg_690,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,275,0,pinn_potential_newton_3_update_692,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,276,0,pinn_potential_newton_4_scale_695,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,277,0,pinn_potential_newton_4_shift_698,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,278,0,pinn_potential_newton_4_log_sq_701,pow,0,scalar,120.0,30.0,7.5
scalar_tpu,Scalar+TPU,279,0,pinn_potential_newton_4_log_cu_703,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,280,0,pinn_potential_newton_4_log_qu_705,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,281,0,pinn_potential_newton_4_log_term2_708,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,282,0,pinn_potential_newton_4_log_term3_711,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,283,0,pinn_potential_newton_4_log_term4_714,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,284,0,pinn_potential_newton_4_log_acc1_716,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,285,0,pinn_potential_newton_4_log_acc2_718,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,286,0,pinn_potential_newton_4_log_acc3_720,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,287,0,pinn_potential_newton_4_logscale_723,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,288,0,pinn_potential_newton_4_sum_725,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,289,0,pinn_potential_newton_4_resneg_728,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,290,0,pinn_potential_newton_4_res_730,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,291,0,pinn_potential_newton_4_inv_r_732,reciprocal,0,scalar,96.0,24.0,6.0
scalar_tpu,Scalar+TPU,292,0,pinn_potential_newton_4_slopecorr_735,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,293,0,pinn_potential_newton_4_slope_738,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,294,0,pinn_potential_newton_4_inv_slope_740,reciprocal,0,scalar,96.0,24.0,6.0
scalar_tpu,Scalar+TPU,295,0,pinn_potential_newton_4_correction_742,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,296,0,pinn_potential_newton_4_corrneg_745,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,297,0,pinn_potential_newton_4_update_747,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,298,0,pinn_potential_newton_5_scale_750,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,299,0,pinn_potential_newton_5_shift_753,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,300,0,pinn_potential_newton_5_log_sq_756,pow,0,scalar,120.0,30.0,7.5
scalar_tpu,Scalar+TPU,301,0,pinn_potential_newton_5_log_cu_758,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,302,0,pinn_potential_newton_5_log_qu_760,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,303,0,pinn_potential_newton_5_log_term2_763,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,304,0,pinn_potential_newton_5_log_term3_766,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,305,0,pinn_potential_newton_5_log_term4_769,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,306,0,pinn_potential_newton_5_log_acc1_771,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,307,0,pinn_potential_newton_5_log_acc2_773,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,308,0,pinn_potential_newton_5_log_acc3_775,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,309,0,pinn_potential_newton_5_logscale_778,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,310,0,pinn_potential_newton_5_sum_780,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,311,0,pinn_potential_newton_5_resneg_783,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,312,0,pinn_potential_newton_5_res_785,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,313,0,pinn_potential_newton_5_inv_r_787,reciprocal,0,scalar,96.0,24.0,6.0
scalar_tpu,Scalar+TPU,314,0,pinn_potential_newton_5_slopecorr_790,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,315,0,pinn_potential_newton_5_slope_793,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,316,0,pinn_potential_newton_5_inv_slope_795,reciprocal,0,scalar,96.0,24.0,6.0
scalar_tpu,Scalar+TPU,317,0,pinn_potential_newton_5_correction_797,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,318,0,pinn_potential_newton_5_corrneg_800,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,319,0,pinn_potential_newton_5_update_802,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,320,0,pinn_potential_inv_r_804,reciprocal,0,scalar,96.0,24.0,6.0
scalar_tpu,Scalar+TPU,321,0,pinn_potential_inv_r_sq_807,pow,0,scalar,120.0,30.0,7.5
scalar_tpu,Scalar+TPU,322,0,pinn_potential_inv_r_cu_809,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,323,0,pinn_potential_frac_812,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,324,0,pinn_potential_fracneg_815,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,325,0,pinn_potential_term1_818,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,326,0,pinn_potential_corr_821,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,327,0,pinn_potential_term2_824,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,328,0,pinn_potential_out_826,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,329,0,pinn_source_828,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,330,0,pinn_psi_sq_831,pow,0,scalar,120.0,30.0,7.5
scalar_tpu,Scalar+TPU,331,0,pinn_source_neg_834,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,332,0,pinn_residual_836,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,333,0,pinn_residual_sq_839,pow,0,scalar,120.0,30.0,7.5
scalar_tpu,Scalar+TPU,334,0,pinn_loss_841,reducemean,0,scalar,168.0,42.0,10.5
scalar_tpu,Scalar+TPU,335,0,pinn_backprop_out_843,matmul,1,matrix,120.0,480.0,120.0
scalar_tpu,Scalar+TPU,336,0,pinn_h2_sq_846,pow,0,scalar,120.0,30.0,7.5
scalar_tpu,Scalar+TPU,337,0,pinn_h2_sq_neg_849,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,338,0,pinn_h2_grad_852,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,339,0,pinn_grad_h2_854,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,340,0,pinn_backprop_h2_856,matmul,1,matrix,120.0,480.0,120.0
scalar_tpu,Scalar+TPU,341,0,pinn_h1_sq_859,pow,0,scalar,120.0,30.0,7.5
scalar_tpu,Scalar+TPU,342,0,pinn_h1_sq_neg_862,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,343,0,pinn_h1_grad_865,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,344,0,pinn_grad_h1_867,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,345,0,pinn_backprop_h1_869,matmul,1,matrix,120.0,480.0,120.0
scalar_tpu,Scalar+TPU,346,0,grad_w1_871,matmul,1,matrix,120.0,480.0,120.0
scalar_tpu,Scalar+TPU,347,0,grad_w2_873,matmul,1,matrix,120.0,480.0,120.0
scalar_tpu,Scalar+TPU,348,0,grad_w3_875,matmul,1,matrix,120.0,480.0,120.0
scalar_tpu,Scalar+TPU,349,0,grad_fourier_t_877,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,350,0,grad_fourier_x_879,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,351,0,adam_w1_scale_882,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,352,0,adam_w1_885,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,353,0,adam_w2_scale_888,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,354,0,adam_w2_891,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,355,0,adam_w3_scale_894,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,356,0,adam_w3_897,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,357,0,adam_fourier_t_scale_900,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,358,0,adam_fourier_t_903,add,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,359,0,adam_fourier_x_scale_906,mul,0,scalar,72.0,18.0,4.5
scalar_tpu,Scalar+TPU,360,0,adam_fourier_x_909,add,0,scalar,72.0,18.0,4.5
vector_only,Vector,0,0,fd_potential_warmstart_3,add,0,vector,24.0,24.0,6.0
vector_only,Vector,1,0,fd_potential_newton_0_scale_6,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,2,0,fd_potential_newton_0_shift_9,add,0,vector,24.0,24.0,6.0
vector_only,Vector,3,0,fd_potential_newton_0_log_sq_12,pow,0,vector,40.0,40.0,10.0
vector_only,Vector,4,0,fd_potential_newton_0_log_cu_14,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,5,0,fd_potential_newton_0_log_qu_16,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,6,0,fd_potential_newton_0_log_term2_19,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,7,0,fd_potential_newton_0_log_term3_22,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,8,0,fd_potential_newton_0_log_term4_25,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,9,0,fd_potential_newton_0_log_acc1_27,add,0,vector,24.0,24.0,6.0
vector_only,Vector,10,0,fd_potential_newton_0_log_acc2_29,add,0,vector,24.0,24.0,6.0
vector_only,Vector,11,0,fd_potential_newton_0_log_acc3_31,add,0,vector,24.0,24.0,6.0
vector_only,Vector,12,0,fd_potential_newton_0_logscale_34,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,13,0,fd_potential_newton_0_sum_36,add,0,vector,24.0,24.0,6.0
vector_only,Vector,14,0,fd_potential_newton_0_resneg_39,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,15,0,fd_potential_newton_0_res_41,add,0,vector,24.0,24.0,6.0
vector_only,Vector,16,0,fd_potential_newton_0_inv_r_43,reciprocal,0,vector,32.0,32.0,8.0
vector_only,Vector,17,0,fd_potential_newton_0_slopecorr_46,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,18,0,fd_potential_newton_0_slope_49,add,0,vector,24.0,24.0,6.0
vector_only,Vector,19,0,fd_potential_newton_0_inv_slope_51,reciprocal,0,vector,32.0,32.0,8.0
vector_only,Vector,20,0,fd_potential_newton_0_correction_53,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,21,0,fd_potential_newton_0_corrneg_56,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,22,0,fd_potential_newton_0_update_58,add,0,vector,24.0,24.0,6.0
vector_only,Vector,23,0,fd_potential_newton_1_scale_61,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,24,0,fd_potential_newton_1_shift_64,add,0,vector,24.0,24.0,6.0
vector_only,Vector,25,0,fd_potential_newton_1_log_sq_67,pow,0,vector,40.0,40.0,10.0
vector_only,Vector,26,0,fd_potential_newton_1_log_cu_69,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,27,0,fd_potential_newton_1_log_qu_71,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,28,0,fd_potential_newton_1_log_term2_74,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,29,0,fd_potential_newton_1_log_term3_77,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,30,0,fd_potential_newton_1_log_term4_80,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,31,0,fd_potential_newton_1_log_acc1_82,add,0,vector,24.0,24.0,6.0
vector_only,Vector,32,0,fd_potential_newton_1_log_acc2_84,add,0,vector,24.0,24.0,6.0
vector_only,Vector,33,0,fd_potential_newton_1_log_acc3_86,add,0,vector,24.0,24.0,6.0
vector_only,Vector,34,0,fd_potential_newton_1_logscale_89,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,35,0,fd_potential_newton_1_sum_91,add,0,vector,24.0,24.0,6.0
vector_only,Vector,36,0,fd_potential_newton_1_resneg_94,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,37,0,fd_potential_newton_1_res_96,add,0,vector,24.0,24.0,6.0
vector_only,Vector,38,0,fd_potential_newton_1_inv_r_98,reciprocal,0,vector,32.0,32.0,8.0
vector_only,Vector,39,0,fd_potential_newton_1_slopecorr_101,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,40,0,fd_potential_newton_1_slope_104,add,0,vector,24.0,24.0,6.0
vector_only,Vector,41,0,fd_potential_newton_1_inv_slope_106,reciprocal,0,vector,32.0,32.0,8.0
vector_only,Vector,42,0,fd_potential_newton_1_correction_108,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,43,0,fd_potential_newton_1_corrneg_111,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,44,0,fd_potential_newton_1_update_113,add,0,vector,24.0,24.0,6.0
vector_only,Vector,45,0,fd_potential_newton_2_scale_116,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,46,0,fd_potential_newton_2_shift_119,add,0,vector,24.0,24.0,6.0
vector_only,Vector,47,0,fd_potential_newton_2_log_sq_122,pow,0,vector,40.0,40.0,10.0
vector_only,Vector,48,0,fd_potential_newton_2_log_cu_124,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,49,0,fd_potential_newton_2_log_qu_126,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,50,0,fd_potential_newton_2_log_term2_129,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,51,0,fd_potential_newton_2_log_term3_132,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,52,0,fd_potential_newton_2_log_term4_135,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,53,0,fd_potential_newton_2_log_acc1_137,add,0,vector,24.0,24.0,6.0
vector_only,Vector,54,0,fd_potential_newton_2_log_acc2_139,add,0,vector,24.0,24.0,6.0
vector_only,Vector,55,0,fd_potential_newton_2_log_acc3_141,add,0,vector,24.0,24.0,6.0
vector_only,Vector,56,0,fd_potential_newton_2_logscale_144,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,57,0,fd_potential_newton_2_sum_146,add,0,vector,24.0,24.0,6.0
vector_only,Vector,58,0,fd_potential_newton_2_resneg_149,mul,0,vector,24.0,24.0,6.0
vector_only,Vector,59,0,fd_potential_newton_2_res_151,add,0,vector,24.0,24.0,6.0
